"","text"
"1286","brrooo kewtfan kelakuan aku dua bulan terakhir like mo ngapaiinn siiihh argh perkara info ppkm lvl  "
"1287"," luhut  ppkm level  nataru batal tito      ppkm level  nataru bukan batal cuma ganti judul  pantesan dulu jkw bilang ru"
"1288","  kebijakan  mengurangi beban masyarakat  ditambahkan  kebijakan yang diambil pemerintah ini akan mengurang"
"1289","  ketuadprri puan maharani memuji pemerintah untuk membatalkan memberlakukanppkm level selama libur natal dan tahun"
"1290","  ketua dpr ri   mengapresiasi keputusan pemerintah yang tidak menyamaratakan pemberlakuan ppkm selama periode"
"1291","   mengatakan bhw ppkm yg disesuaikan dng kondisi daerah tlh memenuhi asas keadilan  kita hrs bsa memah"
"1292"," anies tetap berlakukan ppkm level  saat nataru di jakarta "
"1293"," ppkm itu kan peraturan pembatasan kegiatan muslim"
"1294","  kebijakan  mengurangi beban masyarakat  ditambahkan  kebijakan yang diambil pemerintah ini akan mengurang"
"1295","  ppkm nataru  ppkm yg disesuaikan dgn kondisi masing daerah telah memenuhi asas keadilan kita harus memahami adil itu tdk hr"
"1296","  pembatalan ppkm sudah tepat   mengapresiasi keputusan pemerintah yg tidak menyamaratakan pemberlakuan ppkm"
"1297","pengumuman oleh menko marinves itu berarti membatalkan pengumuman yang dilakukan menko pmk muhajir effendy pada rab "
"1298","  ketua dpr ri   mengapresiasi keputusan pemerintah yang tidak menyamaratakan pemberlakuan ppkm selama periode"
"1299"," ketua dpr ri  memberikan apresiasi atas keputusan pemerintah yang tidak akan menyamaratakan ppkm level  saat"
"1300","mendagri tito soal ppkm level  batal saat nataru bukan sesuatu yang aneh kebijakan itu dinamis   "
"1301"," dikarenakan penarikan ppkm level  maka muktamar nu akan dilaksanakan    desember  diharapkan muktamar dapat"
"1302","  ppkm nataru  ketua dpr ri  menyikapi secara mendalam tentang adanya peraturan ppkm nataru  beliau utaraka"
"1303"," ppkm nataru memenuhi asas keadilan  ketuadprpuan maharanimemuji pemerintah untuk membatalkan memberlakukanppkm level sel"
"1304","  menuturkan bhw ppkm yg disesuaikan dng kondisi daerah tlh memenuhi asas keadilan  kita hrs bsa memahami bhwa"
"1305"," tito soal ppkm level  nataru batal presiden sampaikan tak perlu penyekatan    "
"1306"," luhut  ppkm level  nataru batal tito      ppkm level  nataru bukan batal cuma ganti judul  pantesan dulu jkw bilang ru"
"1307","  mei  ppkm level  akan diterapkan kembali karena pada saat itu bulan puasa dan diikuti dgn perayaan idul fitr"
"1308","  ya udah digeser saja ppkmnya ke ramadhan  idul fitri besok kek cuti bersama lebaran tahun lalu bisa digeser ke"
"1309","   ppkm nataru  ketua dpr ri  mengapresiasi keputusan pemerintah terkait ppkm nataru menurutnya ppkm y"
"1310","pelaksanaan muktamar nu ke tetap akan digelar pada  desember  di lampung setelah sebelumnya dimajukan "
"1311","pemerintah batalkan penerapan ppkm level  saat nataru anggota dpr ingatkan kebijakan tidak plin plan "
"1312"," bagi  kebijakan yang diambil pemerintah ini akan mengurangi beban masyarakat dengan memberlakukan ppkm"
"1313"," luhut  ppkm level  nataru batal tito      ppkm level  nataru bukan batal cuma ganti judul  pantesan dulu jkw bilang ru"
"1314"," ketua dpr ri puan maharani  mengapresiasi keputusan pemerintah yang tidak menyamaratakan pemberlakuan ppk"
"1315"," adalah hal yamg menggembirakan bagi kita semua menjelang natal dan tahun baru kali ini dimana pemberlakuan ppkm secara"
"1316"," penyesuain ppkm jelang natal amp  tahun baru ini tentu sangat berarti bagi warga dlm melakukan segala aktifitasnya serta ke"
"1317","   ketua dpr ri puan maharani menambahkan dengan tidak menyamaratakan ppkm jelas sangat membantu mengurangi beban masyar"
"1318","  menteri agama ribut sama tokoh agama  menteri sosial korupsi dana bantuan sosial  menteri ppa diem aja"
"1319"," sy berharap smg pembatalan ppkm level  selama nataru tdk menyebabkan lonjakan positif covid krna jika terjadi yg terkena da"
"1320"," ppkm nataru   ketua dpr ri  mengapresiasi keputusan pemerintah menerapkan ppkm dg level berbeda dlm menya"
"1321","ppkm level  batal pemda bali ingin turis lokal naik  persen"
"1322"," puan maharani juga beeharap penerapan ppkm nataru ini tetap memberi kenyamanan bagi masyarakat yg akan merayakan natal dan"
"1323"," karena memberlakukan ppkm sesuai dg kondisi daerah otomatis  perekonomian yg sdg berjalan tdk terkena imbasnya  adil itu"
"1324","sumbar kembali ppkm mulai besok hingga  desember "
"1325"," keputusan pemerintah yg tdk menyamaratakan pemberlakuan ppkm selama nataru di apresiasi oleh ketua dpr ri  "
"1326","ppkm level  batal siapsiap ekonomi roller coaster"
"1327"," ppkm"
"1328"," menurut puan kebijakan yg di ambil pemerintah ini akan mengurangi beban masyarakat  pemberlakuan ppkm yg sesuai dg kondisi"
"1329"," ppkm nataru berkeadilan  ketua dpr ri  mengapresiasi keputusan pemerintah yg tidak menyamaratakan pemberlaku"
"1330"," keputusan pemerintah membatalkan penerapan ppkm level  di seluruh indonesia saya kira sudah tepat kata puan selasa "
"1331"," "
"1332"," pemerintah batalkan ppkm level  saat nataru politikus pks kalau masyarakat bingung bisa memilih untuk abai "
"1333","  intinya dgn btly ppkm dan tdk ada penyekatan arus mudik nataru dan jadi rujukan dan alasan di akhir februari a"
"1334","  giliran puasa idul fitri ppkm natalan nggakkrn luhut mau mudik benar sdh didiskriminasikan islam oleh org ini"
"1335"," nataru tdk ada ppkm tp knp hari raya islam ada yabukannya lebih baik dg cara herd imunity itu lebih bagus"
"1336","sleman  anggota koramil pakem kodim sleman sermatukidi dan serda kusdi bersama anggota polsek serta tra "
"1337","  ppkm level  batal   ketua dpr ri  mengapresiasi keputusan pemerintah yg tdk menyamaratakan pemberlakuan"
"1338"," semangkin jelas bahwa covid itu hanya agenda oligarki untuk menciptakan ketakutan demi memuluskan bisnis farmasi  pemb"
"1339","  keputusan pemerintah sudah tepat  keputusan pemerintah membatalkan penerapan ppkm level  di seluruh indonesia saya kira"
"1340"," pembatalan ppkm level  saat natal dan tahun baru dpr menduga ada motif ekonomi "
"1341","biarpun ppkm level  batal pemprop bali tetap tak membolehkan pesta kembang api "
"1342","  karna opung dia mau pulkam dan natalan d kwmpung nya kali yah bang  nanti pas moment lebaran idul fitri baru tu"
"1343"," will ppkm level  be applied again capekk "
"1344","babinsa koramil kaligesing bersama bhabinkamtibmas dan linmas desa ngaran monitoring ppkm mikro yang saat ini le "
"1345"," ketua dpr ri  menilai pembatalanrencana penerapan pemberlakuan pembatasan kegiatan masyarakat ppkm level "
"1346","  ppkm nya diundur sampai ramadhan dan lebaran yg akan datangufttt "
"1347"," ohh ternyata batalnya ppkm krn itu"
"1348","  kl berlaku ppkm lvl  maka bisnis pcr sepidikasi lbr akhir thn mk pcr bs cuan krn syrt utama perjlnan adlh hsl pc"
"1349"," ketua dpr ri  menilai pembatalanrencana penerapan pemberlakuan pembatasan kegiatan masyarakat ppkm level "
"1350"," ketua dpr ri puan maharani  mengapresiasi keputusan pemerintah yang tidak menyamaratakan pemberlakuan ppk"
"1351"," luhut  ppkm level  nataru batal tito      ppkm level  nataru bukan batal cuma ganti judul  pantesan dulu jkw bilang ru"
"1352","  ppkm akan di terapkan ketika hari raya besar muslim saya sdg tahu golongan mereka rujukan sayatetap qs"
"1353"," bagi  kebijakan yang diambil pemerintah ini akan mengurangi beban masyarakat dengan memberlakukan ppkm"
"1354","  ketua dpr ri  mengapresiasi keputusan pemerintah yg tidak menyamaratakan pemberlakuan ppkm menjadi level"
"1355","  udh kebaca lah nanti lebaran  covid bakal dibilang naik lg sehingga ppkm dimainkan lg hebat bener nih"
"1356","      sitala"
"1357","  semakin nyata dzholimnya para elit terhadap umat muslimppkm hanya diterapkan ktika umat muslim punya hajat"
"1358"," ketua dpr ri  memberikan apresiasi atas keputusan pemerintah yg tidak akan menyamaratakan ppkm level  saa"
"1359"," pemerintah tidak jadi berlakukan ppkm level  selama libur natal dan tahun baru  "
"1360"," anies tetap berlakukan ppkm level  saat nataru di jakarta   konsisten  "
"1361"," anies tetap berlakukan ppkm level  saat nataru di jakarta   konsisten  "
"1362","welcome ppkm darurat "
"1363","ppkm nataru sesuai kondisi daerah memenuhi asas keadilan  puanmaharani"
"1364","    "
"1365","jakarta ppkm level  akhir tahun pembelajaran tatap muka diperbolehkan "
"1366","     "
"1367"," ia pun berpendapat bahwakebijakan yg diambil pemerintah ini akn mengurangi beban masyarakat sehingga dgn memberlakukan pp"
"1368","  ppkm nataru penuhi asas keadilan kondisi daerah  ketua dpr ri  apresiasi keputusan pemerintah yg tdk m"
"1369","alliancefrançaise medan afmedan prancis bahasaasing bahasaprancis belajarbahasa kuliahkeluarnegeri "
"1370","  ketua dpr ri  mengapresiasi keputusan pemerintah yg tidak menyamaratakan pemberlakuan ppkm menjadi level"
"1371","     "
"1372","  keputusan pemerintah sudah tepat  keputusan pemerintah membatalkan penerapan ppkm level  di seluruh indonesia saya kira"
"1373"," pembatalan ppkm level  di seluruh wilayah indonesia selama liburnatarutentu mengurangi beban masyarakat  puan maharani"
"1374","siapa yang begini kalau waktu ujian tinggal  menit    bahasa prancis gak sesulit itu kok kamu cuma perlu tahu "
"1375"," anies tetap berlakukan ppkm level  saat nataru di jakarta   konsisten  "
"1376"," pemerintah resmi membatalkan ppkm nataru level   ketua dpr ri puan maharani mengapresiasi langkah pemerintah membatalkan"
"1377","    sitala "
"1378"," anies tetap berlakukan ppkm level  saat nataru di jakarta   konsisten  "
"1379","  ppkm level  batal   ketua dpr ri  mengapresiasi keputusan pemerintah yg tdk menyamaratakan pemberlakuan"
"1380","    sitala  "
"1381"," saya yakin pada saat nanti ummat islam akan merayakan mudik idul fitri  ppkm akan diberlakukan lihat saja"
"1382","  ketua dpr ri  mengapresiasi keputusan pemerintah yg tidak menyamaratakan pemberlakuan ppkm menjadi level"
"1383"," sy berharap smg pembatalan ppkm level  selama nataru tdk menyebabkan lonjakan positif covid krna jika terjadi yg terkena da"
"1384","  ketua dpr ri   mengapresiasi keputusan pemerintah yang tidak menyamaratakan pemberlakuan ppkm selama periode"
"1385","  kebijakan  mengurangi beban masyarakat  ditambahkan  kebijakan yang diambil pemerintah ini akan mengurang"
"1386"," penerapan level ppkm slm nataru akan ttp mengikuti asesmen stuasi pandemi sesuai yg berlaku saat ini dn dgn bbrp pengetatan"
"1387"," anies tetap berlakukan ppkm level  saat nataru di jakarta "
"1388"," sejak november santer berhembus kabar pemerintah akan memberlakukan ppkm level  di seluruh indonesia saat nataru hal ini di"
"1389","regulasi ppkm level  dan level hampir sama namun kali ini untuk akses pusat perbelanjaan dan keramaian harus men "
"1390"," ketua dpr  menilai pembatalanrencana penerapan ppkm level  memenuhi asas keadilan ia mengapresiasi keput"
"1391"," menurut dia situasi pandemi covid di indonesia menunjukkan perbaikan signifikan dan terkendali pada tingkat yang rendah"
"1392"," ppkm berlaku untuk   bulan rhamadhan hari raya idul adha mudik hari raya idul fitri tahun baru islam dan maulid nabi"
"1393","ppkm level  di kota pekanbaru bakal berlangsung hingga  desember  mendatang sejumlah regulasi selama ppkm l "
"1394","  ppkm nataru penuhi asas keadilan kondisi daerah  ketua dpr ri  apresiasi keputusan pemerintah yg tdk m"
"1395","  menurut puan maharani kebijakan yang diambil pemerintah akan mengurangi beban masyarakat dgn memberlakukan ppkm sesua"
"1396"," ppkm level  dibatalkan untuk nataru nanti karena capaian penanganan pandemi di indonesia menunjukkan hasil yang sangat s"
"1397","  ketua dpr ri puan maharani sepakat akan alasan pemerintah batal menerapkan ppkm level  karena kasus covid di indone"
"1398"," keputusan pemerintah membatalkan penerapan ppkm level  di seluruh indonesia saya kira sudah tepat kata puan selasa "
"1399","  puan maharani tanggapi keputusan pemerintah batalkan ppkm level  saat nataru  pemerintah memutuskan utk tdk menerapka"
"1400","       pemberlakuan pembatasan kegiatan masyarakat ppkm level  yg rencananya diterapkan saat"
"1401","  ketua dpr ri  mengapresiasi keputusan pemerintah yg tidak menyamaratakan pemberlakuan ppkm menjadi level"
"1402"," ppkm nataru berkeadilan  ketua dpr ri  mengapresiasi keputusan pemerintah yg tidak menyamaratakan pemberlaku"
"1403","  ketua dpr ri puan maharani mengapresiasi keputusan pemerintah yang tidak menyamaratakan pemberlakuan ppkm selama perio"
"1404","  menurut puan maharani penanganan pandemi covid di indonesia yang menunjukkan perbaikan signifikan dan terkendali "
"1405","  dari jam  malam kak tp kayaknya grgr ppkm ini yg jam  keknya jgn dipilih deh soal "
"1406","  puan maharani menambahkan ppkm yg disesuaikan dgn kondisi masingmasing daerah telah memenuhi asas keadilan kita sem"
"1407"," ketuadprpuan maharani  memuji pemerintah untuk membatalkan untuk memberlakukanppkm level selama libur n"
"1408"," karena memberlakukan ppkm sesuai dg kondisi daerah otomatis  perekonomian yg sdg berjalan tdk terkena imbasnya  adil itu"
"1409"," ketua dpr ri  mengapresiasi keputusan pemerintah yg tidak menyamaratakan pemberlakuan ppkm selama libue"
"1410"," puan maharani juga beeharap penerapan ppkm nataru ini tetap memberi kenyamanan bagi masyarakat yg akan merayakan natal dan"
"1411","  karena itu  sbg ketua dpr ri menegaskan bhwa ppkm yg disesuaikn dgn kondisi daerah masing sudh memenuhi as"
"1412"," ppkm nataru   ketua dpr ri  mengapresiasi keputusan pemerintah menerapkan ppkm dg level berbeda dlm menya"
"1413","yeeeyy ppkm lepel  batal terima kasih lord luhut bisa jualan trompetbisa liburanbisaaaaa takbiran keli "
"1414","   sbg ketua dpr ri mengungkapkan bhw kputusan pemerintah ini akn mengurangi beban masyrakat sehingga bisa me"
"1415"," berterima kasih lah kpd kopit wahai nonmuslim munafiq  pdukungrezim banipki krn giataktifitas ibadah kerum"
"1416","  ppkm nataru penuhi asas keadilan  ketua dpr ri  apresiasi kputusan pemerintah yg tdk menyamaratakan ppkm lev"
"1417"," "
"1418","  sudah sedikitnya daerah yang berada dalam ppkm lvl  munurut  dengan kebijakan yg d ambil pemerintah d"
"1419"," ppkm nataru    keputusan pemerintah merubah ppkm level  menjadi berbeda level disetiap wilayah indonesia dlm menyambu"
"1420","masyarakat kota pekanbaru yang belum mendapatkan vaksinasi covid nantinya bakal dibatasi untuk mengakses pusat k "
"1421"," menurut puan maharani pemerintah sdh tepat menerapkan ppkm dg level berbeda disetiap wilayah dan sdh memenuhi rasa keadi"
"1422"," ppkm level  batal tetapi aturan dan syarat perjalanan tetap berlaku selama nataru   meskipun begitu tetap prokes agar ti"
"1423","  ketua dpr ri  mngapresiasi keputusan pemerintah untuk tidak menyamaratakan pemberlakuan ppkm selama prio"
"1424","  dunia menganggap indonesia sukses menangani pandemi gelombang kedua dg penerapan ppkm dan juga capaian vaksinasi yg j"
"1425","level ppkm dan peta zona risiko covid di aceh pertanggal  november  "
"1426","yaah nanti ppkm dinaikin lagi levelnya  udah ah tes pd mereka yg bergejala aja "
"1427"," sy berharap smg pembatalan ppkm level  selama nataru tdk menyebabkan lonjakan positif covid krna jika terjadi yg terkena da"
"1428","   ketua dpr ri puan maharani menambahkan dengan tidak menyamaratakan ppkm jelas sangat membantu mengurangi beban masyar"
"1429","  puan maharani berharap masyarakat terus mematuhi himbauan pemerintah utk tetap taat proses dalam menyambut nataru ini"
"1430","   ppkm nataru  ketua dpr ri  mengapresiasi keputusan pemerintah terkait ppkm nataru menurutnya ppkm y"
"1431"," ditambahkan puan maharani kebijakan yang diambil pemerintah ini akan mengurangi beban masyarakat dengan memberlakukan"
